format_version,questionnaire_id,questionnaire_version,title,language,instructions,attribution,item_id,prompt,required,subscale,option_id,option_label,score_value
questionnaire-csv-v1,ssq-six-item-en,1,"Simulator Sickness Questionnaire",en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-01,General discomfort,true,,o0,None,0
questionnaire-csv-v1,ssq-six-item-en,1,"Simulator Sickness Questionnaire",en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-01,General discomfort,true,,o1,1,1
questionnaire-csv-v1,ssq-six-item-en,1,"Simulator Sickness Questionnaire",en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-01,General discomfort,true,,o2,2,2
questionnaire-csv-v1,ssq-six-item-en,1,"Simulator Sickness Questionnaire",en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-01,General discomfort,true,,o3,3,3
questionnaire-csv-v1,ssq-six-item-en,1,"Simulator Sickness Questionnaire",en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-01,General discomfort,true,,o4,4,4
questionnaire-csv-v1,ssq-six-item-en,1,"Simulator Sickness Questionnaire",en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-01,General discomfort,true,,o5,5,5
questionnaire-csv-v1,ssq-six-item-en,1,"Simulator Sickness Questionnaire",en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-01,General discomfort,true,,o6,Severe,6
questionnaire-csv-v1,ssq-six-item-en,1,"Simulator Sickness Questionnaire",en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-02,Nausea,true,,o0,None,0
questionnaire-csv-v1,ssq-six-item-en,1,"Simulator Sickness Questionnaire",en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-02,Nausea,true,,o1,1,1
questionnaire-csv-v1,ssq-six-item-en,1,"Simulator Sickness Questionnaire",en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-02,Nausea,true,,o2,2,2
questionnaire-csv-v1,ssq-six-item-en,1,"Simulator Sickness Questionnaire",en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-02,Nausea,true,,o3,3,3
questionnaire-csv-v1,ssq-six-item-en,1,"Simulator Sickness Questionnaire",en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-02,Nausea,true,,o4,4,4
questionnaire-csv-v1,ssq-six-item-en,1,"Simulator Sickness Questionnaire",en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-02,Nausea,true,,o5,5,5
questionnaire-csv-v1,ssq-six-item-en,1,"Simulator Sickness Questionnaire",en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-02,Nausea,true,,o6,Severe,6
questionnaire-csv-v1,ssq-six-item-en,1,"Simulator Sickness Questionnaire",en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-03,Dizziness,true,,o0,None,0
questionnaire-csv-v1,ssq-six-item-en,1,"Simulator Sickness Questionnaire",en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-03,Dizziness,true,,o1,1,1
questionnaire-csv-v1,ssq-six-item-en,1,"Simulator Sickness Questionnaire",en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-03,Dizziness,true,,o2,2,2
questionnaire-csv-v1,ssq-six-item-en,1,"Simulator Sickness Questionnaire",en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-03,Dizziness,true,,o3,3,3
questionnaire-csv-v1,ssq-six-item-en,1,"Simulator Sickness Questionnaire",en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-03,Dizziness,true,,o4,4,4
